customer_code,signup_date,customer_segment,email,loyalty_id
0026089,2021/03/04,Consumer,user26089@example.com,L896977
C0026090,2022-07-27, SMB ,user26090@example.com,L964075
CUST-0026091,03/07/2020,CONSUMER,user26091@example.com,L290992
CUST-0026092,2025/06/26,ENTERPRISE,user26092@example.com,L444489
cust-0026093,2025-02-06,consumer,user26093@example.com,L953750
c0026094,10/31/2025,CONSUMER,user26094@example.com,L832614
 C0026095 ,2024-07-17,Consumer,user26095@example.com,
CUST-0026096,2022-01-11, Consumer ,user26096@example.com,L634388
CUST-0026097,2022/01/30,SMB,user26097@example.com,L953917
0026098,2022/06/24,enterprise,user26098@example.com,
C0026099,28-Nov-2021, Enterprise ,user26099@example.com,L987901
 0026100 ,11-Feb-2022,Consumer,,L505692
CUST-0026101,01/29/2020,consumer,user26101@example.com,L674656
 C0026102 ,31-Aug-2025,Consumer,user26102@example.com,L136800
C0026103,2025-09-18,SMB,user26103@example.com,L130453
 0026104 ,2020-06-24,Consumer,user26104@example.com,L284316
0026105,2023-05-18,CONSUMER,user26105@example.com,
c0026106,2022/03/29,Enterprise,user26106@example.com,L444197
 CUST-0026107 ,2023-06-04,Consumer,user26107@example.com,L527283
0026108,09/05/2024,Enterprise,user26108@example.com,L199940
CUST-0026109,03/30/2022,Consumer,user26109@example.com,
 C0026110 ,2020-12-01,Consumer,user26110@example.com,L830460
CUST-0026111,2025-05-31,Enterprise,user26111@example.com,L680901
C0026112,12/07/2024, SMB ,user26112@example.com,L305977
 C0026113 ,2022/12/27,CONSUMER,user26113@example.com,L281145
0026114,2021-07-01,Enterprise,user26114@example.com,L867793
0026115,2022-05-01,Consumer,user26115@example.com,L817670
C0026116,26-Jan-2025,SMB,,L516322
0026117,05-Aug-2022,enterprise,user26117@example.com,L572936
 CUST-0026118 ,2021/03/30,consumer,user26118@example.com,L319375
C0026119,01/12/2021,Consumer,user26119@example.com,
0026120,09-Apr-2020,CONSUMER,user26120@example.com,L227117
CUST-0026121,2025-05-29,Consumer,user26121@example.com,L616707
C0026122,18-Jan-2020,SMB,user26122@example.com,L612451
C0026123,22-Oct-2024,Consumer,user26123@example.com,
 CUST-0026124 ,09/29/2020,SMB,user26124@example.com,L887029
 0026125 ,2022/12/28,Enterprise,user26125@example.com,L643494
C0026126,2025-05-13,CONSUMER,user26126@example.com,L488557
C0026127,25-Jan-2024, Consumer ,user26127@example.com,L147353
 CUST-0026128 ,04-Apr-2024,Consumer,user26128@example.com,L297786
CUST-0026129,2022-07-06, Enterprise ,user26129@example.com,L421646
CUST-0026130,2025-02-19,Consumer,user26130@example.com,L108338
C0026131,04/19/2022, SMB ,user26131@example.com,L496159
C0026132,2022-02-27,consumer,user26132@example.com,L443041
0026133,2021-03-21,SMB,user26133@example.com,L264936
CUST-0026134,2022/05/13,Consumer,user26134@example.com,L974542
CUST-0026135,17-Dec-2024,Consumer,user26135@example.com,L347903
 C0026136 ,2022/06/13, SMB ,user26136@example.com,L527627
cust-0026137,20-Dec-2023,SMB,user26137@example.com,L425526
 CUST-0026138 ,29-Jul-2024,CONSUMER,user26138@example.com,L802692
0026139,2023/10/04,SMB,user26139@example.com,L493602
 C0026140 ,03/30/2022,SMB,user26140@example.com,L102486
c0026141,26-Dec-2022, Enterprise ,user26141@example.com,L324845
C0026142,2020/09/24,SMB,user26142@example.com,L851404
C0026143,2022/03/16,Enterprise,user26143@example.com,
C0026144,24-Jan-2022,CONSUMER,user26144@example.com,L339304
0026145,2020-04-15,Consumer,user26145@example.com,L577647
0026146,2024-07-27, SMB ,user26146@example.com,L906860
c0026147,2025/02/04,Enterprise,user26147@example.com,L844151
 C0026148 ,05-Feb-2020,consumer,user26148@example.com,
CUST-0026149,2025/11/09,CONSUMER,user26149@example.com,L818018
cust-0026150,07/06/2021,consumer,user26150@example.com,L185106
 C0026151 ,12/11/2024,Enterprise,user26151@example.com,
C0026152,2023-10-02,Consumer,user26152@example.com,L160334
0026153,2020/06/25,Consumer,user26153@example.com,
C0026154,12/18/2024,ENTERPRISE,user26154@example.com,L662274
0026155,2020/07/14,enterprise,user26155@example.com,L402824
 0026156 ,2025/06/30,consumer,user26156@example.com,L459294
C0026157,2023-01-13,ENTERPRISE,user26157@example.com,L341147
CUST-0026158,2022/05/06, Consumer ,user26158@example.com,L500486
0026159,2024/09/24, Consumer ,,L498208
 CUST-0026160 ,04-Feb-2023,CONSUMER,user26160@example.com,
0026161,2021/06/30,Consumer,user26161@example.com,L366848
 CUST-0026162 ,2022/06/13, SMB ,user26162@example.com,L819333
CUST-0026163,03/19/2025, Consumer ,user26163@example.com,L966636
C0026164,2022-04-12,Enterprise,user26164@example.com,L578818
CUST-0026165,2022/06/02,SMB,user26165@example.com,L618979
c0026166,2023/07/16,enterprise,user26166@example.com,L371448
CUST-0026167,18-Jan-2025, SMB ,user26167@example.com,L702371
 0026168 ,03/06/2021, Consumer ,user26168@example.com,L324000
CUST-0026169,2021/10/05,SMB,user26169@example.com,L440646
 0026170 ,08-May-2023,Enterprise,user26170@example.com,L525251
0026171,2025/10/12,SMB,user26171@example.com,L542757
0026172,22-May-2020,CONSUMER,user26172@example.com,L565703
0026173,28-Oct-2022,SMB,user26173@example.com,L558389
C0026174,2020/01/11,Enterprise,user26174@example.com,L923337
0026175,2024/04/20,enterprise,user26175@example.com,L672095
CUST-0026176,14-Oct-2023,Consumer,user26176@example.com,L576343
 0026177 ,08/26/2021, Consumer ,user26177@example.com,L339727
CUST-0026178,17-Aug-2021,consumer,user26178@example.com,L463197
 0026179 ,2025/08/15,Consumer,user26179@example.com,L959870
cust-0026180,03-Apr-2024,Enterprise,user26180@example.com,L362800
C0026181,16-Apr-2020,CONSUMER,user26181@example.com,L110567
C0026182,2022-11-02,SMB,,L273021
c0026183,2025-12-20,Enterprise,user26183@example.com,L413546
C0026184,17-Oct-2022,CONSUMER,user26184@example.com,L949664
 0026185 ,11-Mar-2021,ENTERPRISE,user26185@example.com,L502619
 0026186 ,13-Oct-2022, Consumer ,user26186@example.com,L948476
CUST-0026187,02/23/2022,ENTERPRISE,user26187@example.com,L667801
c0026188,03/02/2024,Consumer,user26188@example.com,L532545
c0026189,2022/11/09,Consumer,user26189@example.com,L704508
C0026190,2020-04-02,SMB,user26190@example.com,L600061
 CUST-0026191 ,21-Sep-2022,Enterprise,user26191@example.com,L359855
CUST-0026192,2025/09/16,Enterprise,user26192@example.com,L338280
C0026193,27-Dec-2021,Consumer,user26193@example.com,L362427
C0026194,07/20/2022,Enterprise,user26194@example.com,L279064
CUST-0026195,2022/05/17,SMB,user26195@example.com,L908723
CUST-0026196,2021-10-03,enterprise,user26196@example.com,
C0026197,2022/02/03, Enterprise ,,L952287
 CUST-0026198 ,09-Mar-2024,Consumer,user26198@example.com,L897149
CUST-0026199,2024-11-27, Consumer ,user26199@example.com,L760659
C0026200,09/16/2020,SMB,user26200@example.com,L139812
CUST-0026201,29-Jul-2023,consumer,user26201@example.com,L184521
C0026202,2023/11/21,Consumer,user26202@example.com,L445403
CUST-0026203,05/06/2024,smb,user26203@example.com,
 0026204 ,21-Aug-2023,Consumer,user26204@example.com,L496893
0026205,2022/11/16,CONSUMER,user26205@example.com,L991935
0026206,22-Mar-2024,Consumer,user26206@example.com,L443060
 CUST-0026207 ,2022/11/25,Consumer,user26207@example.com,L290734
C0026208,04/09/2020, Consumer ,user26208@example.com,L357623
CUST-0026209,05/11/2020,ENTERPRISE,user26209@example.com,L939723
0026210,14-May-2022,Consumer,user26210@example.com,
CUST-0026211,01/18/2022,SMB,user26211@example.com,L772987
 C0026212 ,2025-04-21,enterprise,user26212@example.com,L841507
CUST-0026213,2024/05/20, SMB ,user26213@example.com,L871814
C0026214,2024/06/13,Consumer,user26214@example.com,L559670
CUST-0026215,2022/08/29,Consumer,user26215@example.com,L537568
0026216,21-Jul-2020,Consumer,user26216@example.com,L663490
C0026217,18-Jun-2025,CONSUMER,user26217@example.com,L313151
 0026218 ,08/14/2021, Enterprise ,user26218@example.com,L251722
c0026219,02-Jul-2024, Enterprise ,user26219@example.com,L627383
CUST-0026220,2024/12/30,SMB,user26220@example.com,L604918
C0026221,2025-06-27,SMB,user26221@example.com,
CUST-0026222,2024/07/04,Consumer,user26222@example.com,L626415
C0026223,2021/11/26,ENTERPRISE,user26223@example.com,L134784
C0026224,2022/04/09,Consumer,user26224@example.com,L473601
C0026225,2023-08-31,consumer,user26225@example.com,L868218
0026226,19-Dec-2025,Enterprise,user26226@example.com,L985995
C0026227,2021-02-23, Consumer ,user26227@example.com,L881562
CUST-0026228,2022/07/01,CONSUMER,user26228@example.com,L209527
0026229,08/24/2024,Consumer,user26229@example.com,
CUST-0026230,2020/05/23,SMB,user26230@example.com,L548132
0026231,2020/12/14,Consumer,user26231@example.com,L930749
 CUST-0026232 ,2020-07-12,Consumer,user26232@example.com,L483390
0026233,27-Nov-2023, Enterprise ,user26233@example.com,
C0026234,12/26/2022,enterprise,user26234@example.com,
CUST-0026235,05/17/2025, Enterprise ,,L369941
0026236,12/25/2024,enterprise,user26236@example.com,L254561
C0026237,20-Jul-2024,consumer,user26237@example.com,L738624
0026238,2020/05/03, Consumer ,user26238@example.com,L226680
CUST-0026239,01/31/2022,SMB,user26239@example.com,L786971
 0026240 ,21-Feb-2021,Consumer,user26240@example.com,L164745
C0026241,2023-04-04,CONSUMER,user26241@example.com,L801806
0026242,12-Feb-2022,SMB,user26242@example.com,L326477
CUST-0026243,2020-02-11, Enterprise ,user26243@example.com,L456645
CUST-0026244,21-Apr-2022, Enterprise ,user26244@example.com,
CUST-0026245,2021/05/30,Consumer,user26245@example.com,L257090
C0026246,04/30/2020,Consumer,user26246@example.com,L634290
0026247,10-Apr-2023,SMB,user26247@example.com,L441112
CUST-0026248,28-Jan-2021,Consumer,user26248@example.com,L149563
C0026249,01/05/2022,enterprise,user26249@example.com,L583915
 CUST-0026250 ,2023-01-14, Consumer ,user26250@example.com,L335141
 C0026251 ,2025/12/15,consumer,user26251@example.com,L598684
CUST-0026252,2020-03-23,Consumer,,L330007
 CUST-0026253 ,2023/12/04, Consumer ,user26253@example.com,L357704
 CUST-0026254 ,2024/12/05,SMB,user26254@example.com,
CUST-0026255,2021-12-21, Consumer ,user26255@example.com,L776826
C0026256,23-Sep-2023,SMB,user26256@example.com,L810886
 CUST-0026257 ,2023/10/07,consumer,user26257@example.com,L587277
C0026258,18-Sep-2022,Consumer,user26258@example.com,L207956
CUST-0026259,11/11/2021,CONSUMER,user26259@example.com,L739097
CUST-0026260,2025/03/24, SMB ,user26260@example.com,
 CUST-0026261 ,2022/10/07,Consumer,user26261@example.com,L289380
C0026262,2020-08-05,Consumer,user26262@example.com,L520614
C0026263,08/12/2023, Enterprise ,user26263@example.com,L299701
 0026264 ,2021-12-21,consumer,user26264@example.com,L746291
 0026265 ,2022/10/21,enterprise,user26265@example.com,L655218
CUST-0026266,2021-02-04,consumer,user26266@example.com,L628298
CUST-0026267,2020-01-29,Consumer,user26267@example.com,L537665
 0026268 ,2020-04-06,smb,user26268@example.com,
CUST-0026269,05-Apr-2020,SMB,user26269@example.com,L791205
 CUST-0026270 ,2021-02-07,Enterprise,user26270@example.com,L888862
CUST-0026271,11/13/2024,Consumer,user26271@example.com,L364776
cust-0026272,2023-06-03, Consumer ,user26272@example.com,L625589
 0026273 ,28-Dec-2023, Consumer ,user26273@example.com,L868230
cust-0026274,2024/04/27,Enterprise,user26274@example.com,L510181
0026275,2025/12/17,ENTERPRISE,user26275@example.com,
c0026276,04-Jul-2023,Consumer,,
0026277,05-Jul-2020,SMB,user26277@example.com,L672666
 C0026278 ,12-Sep-2021,ENTERPRISE,user26278@example.com,L151252
C0026279,2024/05/22,SMB,user26279@example.com,L823613
0026280,04/07/2020,Consumer,user26280@example.com,L871548
C0026281,2021/09/28,CONSUMER,,L287883
0026282,2022-08-23, SMB ,user26282@example.com,L686205
c0026283,2025-01-19,SMB,,L208017
 CUST-0026284 ,02/01/2025,CONSUMER,user26284@example.com,L705840
0026285,2024-02-11,CONSUMER,,L793825
 0026286 ,09-May-2025,Enterprise,,L955417
CUST-0026287,2025-03-18,Enterprise,user26287@example.com,L864188
0026288,03-Jan-2022,smb,user26288@example.com,L302146
C0026289,09/02/2020,Consumer,user26289@example.com,L216009
0026290,07-Sep-2023,Enterprise,user26290@example.com,L650526
 CUST-0026291 ,2021-08-17, SMB ,user26291@example.com,L728385
cust-0026292,2023-07-03, Enterprise ,user26292@example.com,L536012
cust-0026293,2022-06-02,Consumer,user26293@example.com,L283889
C0026294,17-Apr-2022,SMB,user26294@example.com,L550169
C0026295,07/12/2025, Consumer ,user26295@example.com,L517832
0026296,2020/09/24,Consumer,user26296@example.com,L770218
CUST-0026297,09/25/2025,Consumer,user26297@example.com,L356578
 C0026298 ,12/12/2021,ENTERPRISE,user26298@example.com,L887803
C0026299,2022-06-12,Enterprise,user26299@example.com,L746757
C0026300,2023-06-03,Consumer,user26300@example.com,L431039
 0026301 ,10/03/2021,Consumer,user26301@example.com,L620100
 CUST-0026302 ,02/25/2025, Consumer ,user26302@example.com,L654883
CUST-0026303,2020/07/13,SMB,user26303@example.com,L283973
c0026304,2025-10-28,Consumer,user26304@example.com,L825223
0026305,03/23/2022,Enterprise,user26305@example.com,L979634
C0026306,04/02/2023,Enterprise,user26306@example.com,L792966
0026307,2025-01-27,smb,user26307@example.com,L109496
C0026308,12-Jul-2022,Consumer,user26308@example.com,L547900
CUST-0026309,2022-01-12,Consumer,user26309@example.com,L665931
CUST-0026310,2024/04/24,CONSUMER,user26310@example.com,L994882
C0026311,2021/10/10, Consumer ,user26311@example.com,
0026312,2022/02/24,Consumer,user26312@example.com,L410110
cust-0026313,2022/02/08,Enterprise,user26313@example.com,L366505
CUST-0026314,2020/12/21,Consumer,user26314@example.com,L528326
0026315,22-Jun-2023,Consumer,user26315@example.com,L241760
CUST-0026316,2022-05-22,Enterprise,user26316@example.com,L140595
C0026317,2025/09/26,Enterprise,user26317@example.com,L486767
CUST-0026318,04/11/2021,smb,user26318@example.com,L757037
 CUST-0026319 ,2025/05/24, Consumer ,user26319@example.com,L894742
0026320,09-Jun-2024,Consumer,user26320@example.com,L617240
0026321,2023-06-21,CONSUMER,user26321@example.com,L721920
C0026322,15-Nov-2025,Consumer,user26322@example.com,L880627
CUST-0026323,01/28/2021, Consumer ,user26323@example.com,L162659
CUST-0026324,2022-02-18,Consumer,user26324@example.com,
C0026325,2023-06-24,Enterprise,user26325@example.com,L560994
cust-0026326,03/30/2024,smb,user26326@example.com,L193697
C0026327,09/08/2024,SMB,user26327@example.com,L563793
0026328,2020-12-16, SMB ,user26328@example.com,L917265
cust-0026329,2021-02-13,ENTERPRISE,user26329@example.com,L747408
0026330,2023/06/20,SMB,user26330@example.com,L809653
 0026331 ,2023-06-03,SMB,,
 0026332 ,12-Sep-2023, Consumer ,user26332@example.com,L474397
C0026333,2020-08-29,Enterprise,user26333@example.com,L185154
CUST-0026334,2024-03-23, SMB ,user26334@example.com,L150721
0026335,2020-06-24,Enterprise,,L112689
0026336,2023/10/02,Consumer,user26336@example.com,L576965
C0026337,28-Sep-2022,CONSUMER,,L290241
0026338,09/16/2024,Consumer,user26338@example.com,
0026339,25-Oct-2022, Consumer ,user26339@example.com,L831334
 0026340 ,2023-07-29, Consumer ,user26340@example.com,L687416
C0026341,06/28/2025,SMB,user26341@example.com,L186975
C0026342,06-Sep-2024,Consumer,user26342@example.com,
 0026343 ,11/28/2025, Consumer ,user26343@example.com,L885345
 CUST-0026344 ,2022-12-06,Enterprise,user26344@example.com,L904869
0026345,2025-12-23,SMB,user26345@example.com,L375398
0026346,2023-12-15,Consumer,user26346@example.com,L487856
0026347,07/05/2023,SMB,user26347@example.com,L111001
C0026348,15-Aug-2021,Consumer,user26348@example.com,L799073
C0026349,03/26/2022,SMB,user26349@example.com,L852181
c0026350,2024-10-08,SMB,user26350@example.com,L608091
0026351,24-Oct-2020,Consumer,user26351@example.com,L206288
C0026352,2022-02-23, Enterprise ,user26352@example.com,
0026353,02/27/2023,CONSUMER,user26353@example.com,L410786
C0026354,30-Oct-2021,Consumer,user26354@example.com,L896917
C0026355,2021-10-04,Consumer,user26355@example.com,L914739
0026356,15-Oct-2022, Consumer ,user26356@example.com,L810462
C0026357,08/10/2022,CONSUMER,user26357@example.com,L481636
C0026358,23-Sep-2024,SMB,,
C0026359,05-Jan-2020,Enterprise,user26359@example.com,L238728
 CUST-0026360 ,06-Jan-2024, Consumer ,user26360@example.com,
 0026361 ,2020-10-26,CONSUMER,,L990515
0026362,2021/02/05, Consumer ,user26362@example.com,L597566
C0026363,12-Feb-2023,smb,user26363@example.com,L111988
C0026364,2023-12-25,Consumer,user26364@example.com,
0026365,07-Sep-2021,Consumer,user26365@example.com,L878209
CUST-0026366,10-Jul-2024,Consumer,user26366@example.com,L223970
0026367,01/11/2022,CONSUMER,user26367@example.com,L602011
C0026368,2020/04/06,Consumer,user26368@example.com,L842049
c0026369,03/27/2022,CONSUMER,user26369@example.com,L309630
C0026370,12/10/2023,smb,user26370@example.com,L259033
0026371,11-Jun-2024,Consumer,user26371@example.com,L163529
C0026372,2025/02/18,Consumer,user26372@example.com,L774382
 0026373 ,08-Feb-2021,SMB,user26373@example.com,L403175
0026374,2024-10-18,CONSUMER,user26374@example.com,L341480
CUST-0026375,10/24/2020,CONSUMER,user26375@example.com,L273799
c0026376,2025-01-11,Enterprise,user26376@example.com,L129026
C0026377,2024/04/17,CONSUMER,user26377@example.com,L743366
CUST-0026378,02-Feb-2022, Enterprise ,user26378@example.com,L184895
0026379,16-Dec-2025,Enterprise,user26379@example.com,L671702
CUST-0026380,05-Oct-2023,Enterprise,user26380@example.com,L193636
c0026381,04/12/2024,consumer,user26381@example.com,L176720
CUST-0026382,2024-08-19,Consumer,user26382@example.com,L764904
 CUST-0026383 ,2020-06-16,ENTERPRISE,user26383@example.com,L103381
CUST-0026384,2023/05/17,SMB,user26384@example.com,L186560
0026385,2023/08/25,Consumer,user26385@example.com,L915301
C0026386,10/29/2025, SMB ,user26386@example.com,L813171
CUST-0026387,04/20/2022, Consumer ,user26387@example.com,L641135
 0026388 ,04/05/2022,CONSUMER,user26388@example.com,L540758
 CUST-0026389 ,2025-01-26, Consumer ,user26389@example.com,L287682
C0026390,24-May-2022, Consumer ,user26390@example.com,L865834
 0026391 ,2023-11-11,SMB,user26391@example.com,L697878
C0026392,06/11/2021,CONSUMER,user26392@example.com,L662190
C0026393,17-Dec-2025, SMB ,user26393@example.com,L120288
C0026394,2024/07/22,Consumer,user26394@example.com,L638353
0026395,04/05/2020,SMB,user26395@example.com,L344766
0026396,2020/04/04,SMB,user26396@example.com,
 C0026397 ,18-Apr-2022,Consumer,,L573658
0026398,2023/10/02,ENTERPRISE,user26398@example.com,L780715
0026399,28-Jun-2020,ENTERPRISE,user26399@example.com,L626582
CUST-0026400,21-Feb-2025,SMB,user26400@example.com,L456240
cust-0026401,2024/03/08,CONSUMER,user26401@example.com,L226179
0026402,2025/03/30,Consumer,user26402@example.com,
 0026403 ,10-Jun-2020,smb,user26403@example.com,
C0026404,2020/03/20,SMB,user26404@example.com,L978823
0026405,2020/10/06,Consumer,user26405@example.com,L123019
0026406,12/23/2025, SMB ,user26406@example.com,L622129
C0026407,2023/11/08,SMB,user26407@example.com,L991336
0026408,2020-03-22, SMB ,user26408@example.com,L842906
0026409,06/07/2024,SMB,user26409@example.com,L373208
 0026410 ,07/23/2023,Enterprise,user26410@example.com,L279162
C0026411,2022/12/07,consumer,user26411@example.com,L382547
 0026412 ,04/03/2022,consumer,user26412@example.com,L631416
 0026413 ,07-Mar-2020,Consumer,user26413@example.com,L833854
C0026414,21-Sep-2022,Enterprise,user26414@example.com,L705493
 0026415 ,03/08/2021,Consumer,user26415@example.com,L719829
CUST-0026416,2024-12-25, SMB ,user26416@example.com,L291903
C0026417,12/30/2023,Consumer,user26417@example.com,L899677
CUST-0026418,06/09/2025, Consumer ,user26418@example.com,L616156
 CUST-0026419 ,05/05/2022,Enterprise,user26419@example.com,L798061
CUST-0026420,11/10/2020,Consumer,user26420@example.com,L212144
 C0026421 ,13-Jul-2022,CONSUMER,user26421@example.com,
CUST-0026422,2024-04-22,Consumer,user26422@example.com,L410273
CUST-0026423,17-Jan-2020,consumer,user26423@example.com,L294189
cust-0026424,06-Mar-2022, Consumer ,user26424@example.com,L162095
cust-0026425,06/21/2021,SMB,user26425@example.com,L712692
cust-0026426,2024-02-13,CONSUMER,user26426@example.com,
CUST-0026427,2025/03/01,CONSUMER,user26427@example.com,L511834
0026428,04/29/2020,Consumer,user26428@example.com,L489041
 0026429 ,2024/11/15,consumer,user26429@example.com,
cust-0026430,11/20/2025,Consumer,user26430@example.com,
CUST-0026431,13-Jul-2020,smb,user26431@example.com,L453120
cust-0026432,31-Jul-2024,Consumer,user26432@example.com,L382318
0026433,18-Jun-2023,CONSUMER,user26433@example.com,L163033
 CUST-0026434 ,2023-02-07,SMB,user26434@example.com,L414657
0026435,18-Oct-2020,consumer,user26435@example.com,L822000
C0026436,12-Mar-2022,consumer,user26436@example.com,L742502
C0026437,09/20/2024, Consumer ,user26437@example.com,L376925
 C0026438 ,2024-05-24, Consumer ,user26438@example.com,L521246
C0026439,20-Mar-2023,SMB,user26439@example.com,L383803
C0026440,08-Oct-2025,CONSUMER,user26440@example.com,L448240
cust-0026441,2025-07-26,Enterprise,user26441@example.com,L257182
C0026442,02/03/2020, Consumer ,,L760842
0026443,05/07/2023,SMB,user26443@example.com,L387840
CUST-0026444,27-Jan-2025,ENTERPRISE,user26444@example.com,L725435
C0026445,2024-11-03,SMB,user26445@example.com,L775060
CUST-0026446,13-Sep-2020,SMB,user26446@example.com,L452828
0026447,12/21/2025,CONSUMER,user26447@example.com,L170473
0026448,2023-06-27,enterprise,user26448@example.com,L293402
C0026449,2021/04/01,consumer,user26449@example.com,L102608
C0026450,05/15/2023,consumer,user26450@example.com,L754222
C0026451,2020-09-06,Enterprise,user26451@example.com,L457014
CUST-0026452,17-Oct-2021, Consumer ,user26452@example.com,L506121
CUST-0026453,2022-11-22,Enterprise,user26453@example.com,L775181
C0026454,01-Jan-2023,SMB,user26454@example.com,L460026
CUST-0026455,12/16/2022,CONSUMER,user26455@example.com,L200013
CUST-0026456,2023/12/11,Enterprise,user26456@example.com,L547819
C0026457,04-May-2021,CONSUMER,user26457@example.com,L702231
 CUST-0026458 ,07/18/2024, SMB ,user26458@example.com,
0026459,06-Dec-2023, Enterprise ,user26459@example.com,L724470
 0026460 ,2020-08-22, Consumer ,user26460@example.com,L535899
C0026461,02/10/2021,Consumer,user26461@example.com,L464022
CUST-0026462,04/11/2020, Consumer ,user26462@example.com,L978662
 CUST-0026463 ,2020/10/01, Consumer ,user26463@example.com,L986198
0026464,08-Jun-2022,SMB,user26464@example.com,L587954
0026465,2022/02/17,ENTERPRISE,user26465@example.com,L985400
 0026466 ,06/29/2022,CONSUMER,,L196498
C0026467,12/14/2020,SMB,user26467@example.com,L685949
C0026468,2021-10-08,Consumer,user26468@example.com,L276007
cust-0026469,07/30/2020,CONSUMER,user26469@example.com,L924708
cust-0026470,09/22/2023,Enterprise,user26470@example.com,L329153
C0026471,2022-12-16,Enterprise,user26471@example.com,
0026472,2022/10/08,Consumer,user26472@example.com,L700258
C0026473,2025-05-05,Enterprise,user26473@example.com,L888592
0026474,06-Mar-2021, Consumer ,user26474@example.com,L945492
 0026475 ,2024-06-28, Enterprise ,user26475@example.com,L163453
0026476,31-Jul-2024,Consumer,user26476@example.com,L736743
C0026477,05/02/2021,SMB,user26477@example.com,L638489
c0026478,2025/08/02, Consumer ,user26478@example.com,L808561
CUST-0026479,15-Mar-2024, SMB ,user26479@example.com,L214057
C0026480,2023-10-28,Consumer,user26480@example.com,L835381
C0026481,07/19/2022,consumer,user26481@example.com,L317947
CUST-0026482,08/06/2020, SMB ,user26482@example.com,L914143
0026483,05/11/2025,consumer,user26483@example.com,
 0026484 ,2021/08/04,Consumer,user26484@example.com,L921514
 CUST-0026485 ,12/16/2022,ENTERPRISE,user26485@example.com,L193860
cust-0026486,11/12/2025, SMB ,user26486@example.com,L819479
0026487,08/15/2021,ENTERPRISE,user26487@example.com,
c0026488,14-Oct-2022,SMB,user26488@example.com,L696111
CUST-0026489,2022-07-29,Consumer,user26489@example.com,L554038
0026490,2025-01-05,smb,user26490@example.com,L988515
C0026491,2022-09-01,Consumer,user26491@example.com,
CUST-0026492,2024-05-10,consumer,,L836892
CUST-0026493,05/05/2024,Enterprise,user26493@example.com,L127872
 0026494 ,2021/10/15,Enterprise,user26494@example.com,L218189
 C0026495 ,2023-02-09,Consumer,user26495@example.com,L645906
 CUST-0026496 ,2024/06/26,Consumer,user26496@example.com,L751965
C0026497,2020/06/20,CONSUMER,user26497@example.com,L252893
CUST-0026498,2025-05-27,CONSUMER,,L684995
0026499,10-Jan-2025,enterprise,user26499@example.com,L695722
C0026500,12-Nov-2023,consumer,user26500@example.com,L576683
c0026501,04/14/2023,ENTERPRISE,user26501@example.com,L968887
cust-0026502,20-Jul-2024,Consumer,,L694728
0026503,2022-04-13, Consumer ,user26503@example.com,L273976
 0026504 ,2020/11/14,SMB,user26504@example.com,L268008
0026505,2020/09/30,smb,user26505@example.com,L791684
CUST-0026506,03/12/2025,CONSUMER,user26506@example.com,
 CUST-0026507 ,2020/03/14,Consumer,user26507@example.com,L853021
0026508,2020/08/04,Enterprise,user26508@example.com,
CUST-0026509,2025-01-19,CONSUMER,user26509@example.com,L784810
C0026510,2020/12/16,Consumer,user26510@example.com,L400099
CUST-0026511,2020-09-18,CONSUMER,user26511@example.com,L463230
C0026512,2023-01-28, Enterprise ,user26512@example.com,L192970
 CUST-0026513 ,06/15/2025, Consumer ,user26513@example.com,L855019
 C0026514 ,2020/04/02,consumer,user26514@example.com,L163735
 C0026515 ,2025-03-24,Consumer,user26515@example.com,
C0026516,2022-03-26,Consumer,user26516@example.com,L335910
0026517,2025/06/03,CONSUMER,user26517@example.com,L805204
 CUST-0026518 ,2020/08/16,SMB,user26518@example.com,L160835
0026519,2020/01/29,Consumer,user26519@example.com,L657827
CUST-0026520,2025-05-02, Consumer ,user26520@example.com,L325093
C0026521,2023-12-30,consumer,user26521@example.com,L392740
 CUST-0026522 ,27-May-2024,CONSUMER,user26522@example.com,L493806
C0026523,13-Sep-2022, Consumer ,user26523@example.com,L653369
C0026524,2022-04-18,SMB,user26524@example.com,L262289
0026525,03/30/2023, Consumer ,user26525@example.com,L479927
CUST-0026526,12/11/2024,consumer,user26526@example.com,L570151
0026527,2023-12-26, Consumer ,user26527@example.com,L518115
CUST-0026528,2021-09-02, SMB ,user26528@example.com,L949571
C0026529,11/13/2024,consumer,user26529@example.com,L916223
cust-0026530,2024-04-20, Enterprise ,user26530@example.com,L545713
C0026531,08/12/2022,consumer,user26531@example.com,L152451
C0026532,31-Jul-2024,ENTERPRISE,user26532@example.com,L280476
0026533,2025/02/08,SMB,,L597673
 C0026534 ,04/21/2025, Consumer ,user26534@example.com,L728454
CUST-0026535,2023-02-08,Consumer,user26535@example.com,L956251
0026536,2025/08/10,ENTERPRISE,user26536@example.com,L439028
0026537,2020/08/10, Consumer ,user26537@example.com,L300865
0026538,2025/01/09,SMB,user26538@example.com,L933155
CUST-0026539,19-Mar-2025,Enterprise,user26539@example.com,L590164
 CUST-0026540 ,2021-05-28,SMB,user26540@example.com,L123405
0026541,09/02/2025,ENTERPRISE,user26541@example.com,L412615
CUST-0026542,27-Sep-2024,Consumer,,L767363
CUST-0026543,2022-05-03,SMB,user26543@example.com,L804330
0026544,2020-02-01,Consumer,user26544@example.com,L208778
0026545,10/03/2020,Consumer,user26545@example.com,L768591
0026546,2022/01/16,Consumer,user26546@example.com,L147710
